id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
9214,-1.2695839783841372,-0.47127592854740624,1.2712859712680733,1.1814642926711059,-0.100391719577926,1.4497010899411338,1.3779158631080226,-0.0653675517312226,-0.29240205039520356,-0.22756159926273326,-6.744388180077185
9936,-3.345711959521744,0.9620117163989634,-0.010381182156454205,-1.1438221830576818,2.144662962675214,0.0029841370640085476,-0.06297504279592565,0.2390427617048728,1.0267113746263417,0.9375428428405339,-209.01725095399692
6148,-0.17731225688478747,-0.6543518143134319,1.139073010793454,0.44992419952352,-0.42879579735909495,0.9561230638554563,1.5234701963925734,-0.016800754131144697,0.2798505758333604,-0.1835797280653038,136.28087656501154
3466,-0.46580211644781866,1.4304009493864986,0.5652576822390221,-0.8821610259570586,0.2282551888988622,-0.579749237527816,1.5380779269808837,2.1942399853939802,-0.02975789197255037,0.6864088812535906,92.04795914005402
6878,1.1459842651527927,0.663758610630477,1.589677445389184,0.7730860797964373,0.8387783864445337,1.3541207966034732,-0.15671039705525433,-0.4030621242349867,0.14058008872228028,-1.1366417628218992,91.34977530512955
4936,-0.13482513276771707,-0.22178666512295633,-1.0345526775778058,-0.8072297421945595,0.016511896634956263,0.5600222739190349,0.35149223656433365,0.5360237901090567,1.3020787119670423,-1.389628652122997,110.81591124082622
14895,-0.4308568537090867,1.1755004511595464,0.2863318305768644,-0.3647194513963129,0.3837976257731571,-0.7185426769494806,1.1143628138707753,-1.5141090497940959,0.1518670322856719,1.1986628875820793,70.91098482835432
9183,-1.446221137311492,-0.006492501112778145,0.8335923457617527,1.32247934468248,0.5447706961078935,1.9209431884201211,-0.5590162928919697,-0.28110840206809096,1.1726297163356998,0.6395661401771137,-84.58970317000197
10298,1.2197342315721285,0.6063477299163488,0.32836066226600863,0.45393706654822435,0.06703057563358976,-2.601059867361009,-0.9130484635471184,-0.03399788527712683,-0.308190108234238,-1.814430278176174,0.40907701199219487
1853,-1.7047630405159395,0.3635077051322487,0.3633540146679479,0.9705048519514687,-0.869933819565812,-0.2514653040945576,0.1592503077367062,0.6771795098317285,0.14067582562243827,0.5178604081538232,-117.0056430656204
100,-0.7650902387752881,-0.3586829636634065,0.7129571255045659,0.3016778849143131,-1.248529670498819,-1.3861145994300623,-1.7005397714772688,-0.611454297244359,1.0091527215911424,-1.0533352667985523,-137.93367747567467
12740,0.02958973609803871,-0.778190176659598,-0.2326757579091219,-0.6918901296193039,-1.3769271256726827,-0.7914262865623158,1.515493370336841,-0.41645278523605955,-0.5481889608141931,1.1859906437227576,94.14181396238891
13965,2.1206048067034073,-0.4556018018334971,0.4066300873659117,0.16706429417251817,-0.629993538616521,0.5273271059083199,0.07885873194221708,0.05052895062568447,-0.8252978240570666,-0.29542719918163446,123.82709933839055
9463,-0.9417667723013897,0.28034105345596777,0.13385904559695494,-1.5292542687822657,2.026460738981016,-0.5356254340590133,-0.5117420803129253,-0.5050428020742185,-1.5514123663031798,-0.2712865723329711,-231.47125934363723
2204,0.3939725570188114,0.7212878772038659,1.1695864700930552,-0.17633257242660794,1.2622637198692128,0.14491293127161517,1.4652107881314127,-0.6651514861406873,-1.632878078230526,-0.29186199564574317,43.52158024554533
3881,0.7805782239753866,0.056009404831320136,-0.2993021562959714,0.7574548815123386,2.6941086270838626,0.8755063627574146,0.47462600827257034,-0.6267805745802637,-1.218440398373004,1.0005401598661576,19.087589479881107
